date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST,profit
2021/12/1,sh.688162,125.1,133.55,123,125.28,5052263,646054121.4,3,19.2555,1,-0.9644,79.821358,16.410295,8.766788,-122.849044,0,-2699.640102
2021/12/1,sh.605286,43.96,43.96,40,41.88,4350038,181108119,3,10.3572,1,-5.2489,46.281539,4.888764,3.319157,33.814794,0,-2551.271479
2021/12/1,sh.600241,10.94,11.49,10.92,11.49,10117373,115183552.3,3,3.4378,1,5.0274,103.571984,3.20527,5.053995,96.399075,1,-2458.090936
2021/12/1,sh.688230,199,219,188.1,188.62,9948075,1971378526,3,74.4948,1,39.9154,99.590355,48.253423,23.50659,165.284668,0,-2415.507745
2021/12/1,sh.600336,9.48,9.91,9.21,9.5,33721894,321432790.3,3,4.3021,1,0.6356,21.852876,3.239622,0.893682,-12.990683,0,-2405.882647
2021/12/1,sh.688037,217.01,227.32,217,221.15,1164355,258865237.7,3,2.6607,1,0.9817,325.206011,21.513564,28.021977,-161.00182,0,-2355.341213
2021/12/1,sh.600096,23.77,25.76,23.47,25.39,133295993,3275859743,3,7.9185,1,6.1899,15.51677,4.984283,0.779672,13.504642,0,-2196.816139
2021/12/1,sh.688388,161.6,165.98,154.11,158.69,5234115,826468073.7,3,3.0633,1,-2.0432,80.071284,12.567177,15.48137,71.854169,0,-2099.133116
2021/12/1,sh.688345,87.9,91,86,88.46,1752782,154924628.8,3,7.6722,1,0.5227,70.640968,8.010798,4.434335,20.876313,0,-2093.153551
2021/12/1,sh.688076,51.47,51.91,49.65,50.04,1858570,94163210.12,3,4.094,1,-3.6024,83.256601,5.982519,16.615791,23.95569,0,-2088.630833
2021/12/1,sh.603185,217,217,202.28,211.17,9184531,1922097708,3,8.9826,1,-4.8141,36.459269,8.150952,6.7184,244.890789,0,-2059.283578
2021/12/1,sh.688012,158.9,163.55,158.72,160.24,3962034,636761190,3,1.5936,1,0.1312,130.424524,7.380373,34.409501,14.420033,0,-2038.094344
2021/12/1,sh.688191,27.98,28.69,27.41,28.02,1870951,52500498.28,3,5.1388,1,0.143,46.118338,5.396312,6.998608,32.998889,0,-2034.585235
2021/12/1,sh.688272,65.25,68.18,64.32,66.7,1420799,94764845.32,3,9.1913,1,2.2692,55.539779,18.115184,15.130822,-82.084717,0,-1990.010184
2021/12/1,sh.603429,32.06,34.56,31.7,32.85,13388019,446314166.2,3,3.5935,1,1.4202,96.555681,9.865972,20.074682,50.661,0,-1925.909235
2021/12/1,sh.603290,476.81,483,463,468,1631333,770780581.8,3,2.0661,1,-2.5,255.020989,57.741407,53.52833,3509.995915,0,-1859.339067
2021/12/1,sh.600742,14.11,14.42,13.31,14.19,38603048,532706094.5,3,5.7692,1,1.1404,13.024566,1.428102,0.468517,3.723701,0,-1831.399953
2021/12/1,sh.600091,3.22,3.29,3.15,3.17,3437170,10996329.9,3,0.7858,1,-1.8576,-28.434883,1.613074,144.101325,-89.202201,1,-1780.756351
2021/12/1,sh.603876,46.52,49.68,46.45,47.75,7062913,341124222,3,1.4536,1,0.8022,89.356458,4.981966,1.424094,-58.443076,0,-1741.40714
2021/12/1,sh.600366,15.95,16.34,15,15.47,96229267,1491972108,3,9.7288,1,-4.5651,36.557525,3.256286,4.671066,290.686303,0,-1720.442598
2021/12/1,sh.600111,53.4,54.43,52.3,52.81,99315885,5281936700,3,2.7337,1,-1.8766,55.572668,14.298647,6.515439,39852.52796,0,-1641.098718
2021/12/1,sh.600721,8.75,9.26,8.6,9.01,10882178,96642207.34,3,2.9009,1,0.2225,-15.157552,5.013593,18.046646,-58.167177,1,-1603.957968
2021/12/1,sh.600821,9.9,10.48,9.65,10.35,64959338,652331428.9,3,6.7265,1,2.9851,44.056991,3.302193,9.337712,-66.241702,0,-1548.189559
2021/12/1,sh.600856,3.8,3.8,3.75,3.8,29862863,113437790.4,3,2.1931,1,4.9724,-5.733885,-6.586969,6.43735,62.721922,1,-1517.540713
2021/12/1,sh.603050,21.73,22.21,21.3,21.8,8492640,184595627.6,3,5.2356,1,-0.8189,26.787575,2.783426,1.786779,-88.143755,0,-1508.234461
2021/12/1,sh.600877,18.25,18.63,18.19,18.37,9427198,173675642,3,1.3717,1,0.3277,243.180656,43.609954,46.196165,-76.061169,0,-1503.517099
2021/12/1,sh.688280,20.88,21.14,20.28,20.39,12352576,254806193.1,3,12.3994,1,-2.2062,-31.39706,43.593696,17.605934,1128.893928,0,-1488.5704
2021/12/1,sh.688202,585,585,543,556.46,1095557,608350279.5,3,4.0909,1,-5.5967,146.44683,28.498043,33.846709,-933.094092,0,-1474.887563
2021/12/1,sh.600516,12.01,12.05,11.49,11.64,139334967,1628524406,3,3.661,1,-3.6424,43.413038,3.046755,9.828972,-184.874735,0,-1474.887238
2021/12/1,sh.603331,15.05,16.74,15.05,16.2,14179618,229642778.9,3,8.0833,1,6.4389,26.030306,3.549291,2.408643,-284.709596,0,-1460.63686
2021/12/1,sh.601311,17.71,18,17.21,17.72,31424201,553167016.3,3,2.6786,1,0.2262,21.885572,2.496597,1.733341,45.170393,0,-1418.513229
2021/12/1,sh.601279,8.7,8.87,8.6,8.7,12755268,110770286.2,3,8.5362,1,-0.7982,86.45912,3.640186,2.59383,-67.92086,0,-1408.330095
2021/12/1,sh.603127,139.77,140.98,136.2,137.26,2111641,291614340.7,3,0.6606,1,-1.9571,124.547044,7.665524,40.149975,13.341505,0,-1404.339254
2021/12/1,sh.605020,36.8,37,35.71,36.26,9147402,330727681.6,3,13.7204,1,-2.8143,48.293939,5.009204,3.779963,178.615823,0,-1376.242597
2021/12/1,sh.688028,55.8,55.81,52.65,53.22,1378426,73747071.04,3,3.5909,1,-3.6219,73.691994,4.971385,13.994492,56.03565,0,-1368.94213
2021/12/1,sh.603068,61.67,63,61.42,62.25,2673550,166387600.4,3,2.5254,1,0.7445,380.776789,4.685325,8.966277,10.849832,0,-1358.884672
2021/12/1,sh.605005,28.34,28.4,27.01,27.13,5141134,140654778.3,3,12.8208,1,-3.9306,48.118801,7.800246,7.578609,98.64965,0,-1351.0137
2021/12/1,sh.688005,138.01,141.98,134.89,136.05,5479249,756016649.9,3,1.9866,1,-1.27,94.031929,12.127011,7.917172,131.899148,0,-1341.474108
2021/12/1,sh.600268,11.19,11.35,11.07,11.31,24106096,270738595.6,3,3.4672,1,1.526,31.525743,3.132277,1.348261,34.634842,0,-1330.496578
2021/12/1,sh.688383,139.7,144.31,136.48,141.53,1092489,154071970.2,3,4.4683,1,2.0698,73.42642,12.308656,14.249754,149.427127,0,-1326.453445
2021/12/1,sh.688059,185.96,187.45,181.5,184.65,181574,33493821.43,3,1.9416,1,0.6157,54.400037,9.575562,18.033143,57.602104,0,-1325.322356
2021/12/1,sh.688029,247.31,251.96,243.14,244.5,535578,132027896.4,3,1.2174,1,-2.3172,108.36312,11.53037,18.270809,56.114245,0,-1322.715545
2021/12/1,sh.600460,61.62,65.5,61.62,62.9,56847156,3612550492,3,4.3327,1,1.3372,118.618043,15.596817,13.622412,62.899555,0,-1313.585351
2021/12/1,sh.600215,11.03,11.44,10.92,11.26,14726613,165365128.1,3,3.1668,1,3.3028,50.209369,3.765005,29.725343,5.639469,0,-1312.652843
2021/12/1,sh.688195,37.52,38.48,36,37.08,3350534,123891503.4,3,10.4255,1,-4.186,89.144577,5.820573,16.733161,223.392659,0,-1303.004816
2021/12/1,sh.603917,26.79,27.97,25.89,26.84,14188272,379827040.6,3,9.0486,1,4.4764,68.64061,4.123468,6.803161,-241.145228,0,-1301.553319
2021/12/1,sh.603906,49.3,49.3,46.35,46.89,14106779,666256529.7,3,2.9262,1,-4.8884,89.316455,10.920411,7.904871,94.176883,0,-1270.838572
2021/12/1,sh.688216,56.5,57.88,56,56.85,794705,45242551.73,3,3.6738,1,1.3008,45.053923,6.188436,7.931365,104.209039,0,-1266.518446
2021/12/1,sh.688126,29.51,29.84,29.1,29.25,10706308,314733564.4,3,0.9734,1,-1.3158,382.903094,7.325667,31.936685,-536.689836,0,-1232.431568
2021/12/1,sh.600360,10.5,10.75,10.48,10.57,26114844,276615076.1,3,2.7195,1,0,132.351933,3.205316,4.872167,-13.220237,0,-1231.517432
2021/12/1,sh.603938,42.4,43.25,41.33,42.25,3069725,129156243,3,1.5725,1,-0.7051,29.753588,5.630183,5.901881,-77.714202,0,-1219.765516
2021/12/1,sh.688107,90.05,93.9,85.86,91.99,5264120,470996267.1,3,12.6048,1,1.8377,-945.135614,110.502648,68.051189,-463.982657,0,-1219.552231
2021/12/1,sh.603505,43.32,44.38,42.21,44.22,7932195,343065330.1,3,2.5636,1,1.7956,57.407159,11.300598,14.29066,-1120.464379,0,-1212.115492
2021/12/1,sh.603959,18.27,19.05,17.96,18.83,10124879,187140395.1,3,2.065,1,3.348,418.379736,13.814001,9.468356,144.832975,0,-1207.409939
2021/12/1,sh.603630,23,23.48,22.81,23.37,3702059,85973242.46,3,1.6455,1,1.6529,54.549413,2.823243,4.828493,-20.411729,0,-1196.648793
2021/12/1,sh.601969,12.5,12.69,12.42,12.68,18796577,236138762.1,3,0.9616,1,0.7949,24.25465,4.486923,6.484832,16.238556,0,-1176.316435
2021/12/1,sh.603319,31.3,31.9,30.27,31.5,9397741,290754227.2,3,5.8513,1,0.639,30.155944,3.662678,2.944025,24.500274,0,-1176.289547
2021/12/1,sh.600596,26.86,28.14,25.92,27.75,53303032,1436259379,3,7.2502,1,3.1599,11.417515,2.86897,1.385103,29.337863,0,-1149.581665
2021/12/1,sh.688329,47.86,49.28,46.73,48.68,1188559,57671395.19,3,7.0297,1,3.3326,45.406911,5.037722,10.403583,52.824924,0,-1129.077117
2021/12/1,sh.688190,135.5,143,127.01,142.53,8120703,1101203748,3,31.1237,1,4.0897,158.630927,33.53747,19.824168,-488.368685,0,-1081.166727
2021/12/1,sh.605068,39,39.75,38.11,39.06,1130900,44399128,3,2.0016,1,0.463,31.757007,3.758824,7.956161,7.357565,0,-1074.957704
2021/12/1,sh.688148,39.52,40.05,38.45,39.05,2886911,112816672.4,3,3.9952,1,-1.1893,180.273003,15.197117,10.308972,63.612863,0,-1064.37904
2021/12/1,sh.601615,31.47,31.64,29.62,30.16,76042334,2311694825,3,5.1435,1,-5.3655,22.670229,3.384718,2.290436,12.105659,0,-1059.822876
2021/12/1,sh.603611,22.37,23.07,22.08,22.2,7471920,168394423.1,3,2.7965,1,-1.8134,21.178715,2.945285,1.090447,1398.846165,0,-1049.466459
2021/12/1,sh.688316,58.14,60.79,57.4,57.84,283221,16591686.19,3,2.4844,1,0.6438,-10.216858,4.252845,4.920714,18.329969,0,-1049.041711
2021/12/1,sh.688315,50,50.21,47.88,48.02,2293666,111558679,3,6.5481,1,-5.2299,88.219306,11.289959,10.607275,98.870857,0,-1046.395269
2021/12/1,sh.600375,10.71,11.95,10.7,11.29,44273519,505452389.5,3,7.9666,1,2.6364,-6.928798,3.328536,1.340212,12.842518,0,-1043.943424
2021/12/1,sh.603806,122.53,125.3,121.16,124,7690425,953338703,3,0.8086,1,1.9737,58.097132,10.422513,9.949557,153.79546,0,-1042.945141
2021/12/1,sh.688339,292,322,292,305.9,2958702,912735454.8,3,5.8051,1,4.7603,-588.031467,9.111308,26.716523,-38.242566,0,-1037.316774
2021/12/1,sh.688070,37.88,41.2,37.88,39.53,2451863,97413928.71,3,13.0517,1,4.3283,1790.068264,4.9459,14.929913,-261.072393,0,-1035.230463
2021/12/1,sh.603399,7.63,7.85,7.4,7.84,14016373,107280949.9,3,2.7589,1,3.0223,-57.263548,2.062108,1.108453,11.909639,0,-1031.921999
2021/12/1,sh.603009,6.3,6.79,6.2,6.66,16712575,109041080.2,3,4.9386,1,6.2201,33.515933,1.440421,1.364163,-132.751079,0,-1029.549655
2021/12/1,sh.603701,10.01,10.33,9.91,10.1,18896914,191537684.7,3,7.2302,1,2.2267,62.942145,3.589286,4.242495,-122.118147,0,-1019.299639
2021/12/1,sh.601238,16.31,16.4,15.92,16.13,30543090,492412382.9,3,0.4268,1,-1.7063,26.741369,1.909736,2.212204,441.115792,0,-1010.337487
2021/12/1,sh.600328,17.44,18.45,17.12,18.45,52211958,926989942.4,3,9.33,1,5.1282,11.85925,2.359845,1.408713,40.574542,0,-1006.773749
2021/12/1,sh.603690,53.49,54.97,53.3,54.02,8647306,467383305.6,3,2.8076,1,0.4649,46.980813,4.875323,8.963942,29.948593,0,-1000.587574
2021/12/1,sh.600225,3.32,3.48,3.32,3.48,13087304,45311709.61,3,1.4028,1,5.136,-0.872592,-0.8421,3.329609,-212.126842,1,-993.8474475
2021/12/1,sh.688135,49.05,50.29,48.23,49.21,3092858,152646190.7,3,3.6154,1,0.9436,67.899904,6.631215,19.278446,177.295176,0,-986.9325098
2021/12/1,sh.600552,11.05,11.35,10.98,11.09,19734072,219398582.2,3,2.5834,1,-0.805,45.396569,3.19378,1.348088,-133.584763,0,-984.7948206
2021/12/1,sh.603212,37.6,38.05,35.56,36.27,12756825,463654197.3,3,4.9979,1,-3.5629,75.258107,7.278211,5.15227,133.660383,0,-980.7748527
2021/12/1,sh.603893,147.05,151.35,145.33,146.77,3330858,491229920.3,3,1.7616,1,-0.1972,113.483554,24.02601,22.699783,-81.960918,0,-979.8856747
2021/12/1,sh.688395,31.94,32.63,31.78,31.99,1222650,39132983.25,3,6.6412,1,-1.0517,35.558272,4.264689,5.889782,19.636049,0,-979.1522544
2021/12/1,sh.688113,68.49,69.5,67.19,68.68,262054,17843306.4,3,1.724,1,1.2084,53.795532,6.626399,11.908269,27.407903,0,-977.8430996
2021/12/1,sh.600392,22.17,22.3,21.6,22.06,57481208,1261814877,3,3.275,1,-1.2091,38.414924,4.74654,3.712364,85.411424,0,-976.7409513
2021/12/1,sh.603078,29.72,30.19,29.2,29.58,4462690,132204885.3,3,2.2772,1,-0.4711,133.726939,5.146398,8.340835,233.238215,0,-973.1410011
2021/12/1,sh.688006,124.48,126.4,121.71,124.35,2007549,249715036.4,3,1.7875,1,1.1222,165.805343,18.13638,22.537037,-540.933295,0,-970.8350587
2021/12/1,sh.601702,15.13,15.36,14.51,14.58,26325000,389658960,3,9.4718,1,-4.4561,31.601009,4.850972,2.421497,-57.711635,0,-965.3191503
2021/12/1,sh.600331,3.51,3.7,3.43,3.65,83348023,297046584.1,3,4.1018,1,3.6932,-4.49175,21.610888,2.677488,-139.594028,0,-960.2751418
2021/12/1,sh.600510,7.88,8.07,7.8,8.06,7593257,60538489.22,3,0.7464,1,2.2843,11.563724,0.90267,0.812353,-13.391382,0,-954.0645986
2021/12/1,sh.603360,14.93,15.45,14.65,15.33,2894491,43618455.24,3,1.1312,1,3.3715,19.728553,4.167861,4.580703,-23.590091,0,-949.5878676
2021/12/1,sh.603379,25.4,25.6,24.63,24.97,9893362,246637130.5,3,5.1245,1,-1.9631,60.568617,2.952614,4.582274,-13.99209,0,-947.8645672
2021/12/1,sh.600579,8.78,9.37,8.76,9.31,10587465,96553166.79,3,2.5906,1,6.0364,-26.87485,1.385026,0.697571,-47.344512,0,-947.6213626
2021/12/1,sh.600301,14.32,14.33,13.5,13.96,12641123,176969092.2,3,5.3758,1,2.2711,-1809.964131,11.503236,3.673645,-43.110206,1,-946.0150962
2021/12/1,sh.688328,45.75,49.33,45.22,48.13,1596376,77198100.43,3,8.7628,1,5.2252,46.425494,5.209666,3.803421,27.065392,0,-942.4514711
2021/12/1,sh.688082,126.39,131.4,123.68,124.4,2349459,296871751.2,3,7.018,1,-3.0473,241.843468,44.530138,36.26704,-278.55183,0,-938.8747794
2021/12/1,sh.600291,7.15,7.33,7.03,7.33,31686738,229031073.2,3,2.8989,1,5.0143,105.711867,4.626957,701.660918,-9.189321,1,-936.8418794
2021/12/1,sh.603738,64,68.14,63.53,64.63,8206100,541155799.8,3,4.8216,1,1.8276,64.657968,8.277493,11.751422,23.148496,0,-929.7326054
2021/12/1,sh.605255,17.23,17.92,17.23,17.84,1520200,26965794,3,4.5352,1,2.9429,37.778129,2.735287,7.397823,-20.504294,0,-923.8154881
2021/12/1,sh.603055,18.18,18.34,17.38,17.44,6797525,120708221,3,0.8448,1,-4.1231,37.465038,4.253187,3.886397,382.123028,0,-917.9697695
2021/12/1,sh.688396,71.18,73.6,71.18,71.68,10462307,753290481,3,2.4146,1,0.1397,48.260898,5.668036,10.495141,21.260944,0,-916.145689
2021/12/1,sh.600281,6.05,6.18,5.94,6.17,18116164,109602425.7,3,3.5218,1,1.3136,117.186047,6.157404,10.538854,-35.403949,0,-911.9465343
2021/12/1,sh.600695,6.31,6.56,6.27,6.55,10883681,69857846.47,3,2.9699,1,2.3438,-64.107691,7.163628,74.383921,133.09263,1,-907.8820346
2021/12/1,sh.603779,6.79,6.96,6.79,6.96,3186105,21986663.4,3,1.0431,1,2.5037,-43.96688,2.087369,5.016005,-72.479333,0,-893.8478125
2021/12/1,sh.688056,68.99,69.55,67.7,68.88,489568,33641477.73,3,1.9309,1,-0.1884,56.099562,5.959252,11.764839,-25.681867,0,-883.606745
2021/12/1,sh.688109,58.45,58.45,56.9,57.28,198664,11383739.33,3,1.5376,1,-0.9853,42.350059,3.536047,7.180216,26.592291,0,-875.658402
2021/12/1,sh.605186,40.88,41.16,38.99,39.63,3496427,138727863.2,3,10.2836,1,-3.7172,47.06722,6.254572,13.676459,25.804122,0,-875.480772
2021/12/1,sh.688301,550.01,562.59,531.76,537,389995,210906103.1,3,0.957,1,-2.0073,99.292252,13.51874,36.977361,-182.008594,0,-873.5187691
2021/12/1,sh.600189,7.48,8.23,7.46,8.23,21963551,173964021.4,3,3.1911,1,10.0267,63.539581,3.755059,3.492032,58.445998,0,-871.8076504
2021/12/1,sh.603489,248.48,248.48,242.58,247.25,220421,54092871.2,3,0.3087,1,-0.1776,56.120109,11.883679,12.790064,-152.056495,0,-866.8749378
2021/12/1,sh.600733,11.96,12.15,11.85,12.01,52716172,631209851.6,3,1.951,1,0.4181,-8.248504,3.752526,6.912691,-189.198124,0,-864.0902755
2021/12/1,sh.600246,12.2,12.56,12.2,12.35,16472499,203126075.9,3,0.802,1,0,93.313202,3.56483,25.721145,29.777086,0,-859.9593795
2021/12/1,sh.688186,55.32,55.77,51.08,51.95,5778850,303593860.8,3,5.8337,1,-7.0329,49.502111,3.542121,4.511144,31.031228,0,-852.4026368
2021/12/1,sh.688509,6.8,6.9,6.64,6.82,16310070,110345094.3,3,10.6234,1,0.4418,64.231101,3.665744,3.057333,20.120223,0,-848.1380943
2021/12/1,sh.600145,1.4,1.41,1.35,1.41,33126508,45785198.04,3,2.2216,1,0.7143,-16.60248,3.875358,7.616195,-73.301528,1,-845.5973753
2021/12/1,sh.603259,144.7,148.8,143.28,146.32,21286236,3115466558,3,0.8359,1,1.6111,104.10274,11.568649,20.358434,-74.599375,0,-845.4035117
2021/12/1,sh.688092,42.56,42.91,41.85,42.65,682205,28886638.09,3,5.3273,1,0.8274,41.181617,4.948835,8.443391,47.467048,0,-842.846825
2021/12/1,sh.603518,13.15,13.71,13.12,13.56,11340949,152227159.7,3,3.8239,1,1.8783,9.255957,1.651009,0.920887,-24.584419,0,-841.5065093
2021/12/1,sh.600335,7.45,8.17,7.43,8.01,131372809,1035465843,3,12.7579,1,7.8062,31.409336,1.109115,0.254095,13.346767,0,-834.5856695
2021/12/1,sh.601101,8.5,8.98,8.49,8.84,30906641,270800317.2,3,2.5756,1,3.0303,8.609977,1.18221,1.549924,4.075751,0,-829.6221202
2021/12/1,sh.600152,9.2,9.7,9.14,9.22,25722066,240517667.5,3,6.254,1,1.5419,-128.123105,2.328731,2.205188,257.211981,0,-826.7157988
2021/12/1,sh.600525,6.3,6.34,6.2,6.27,12309420,77066508,3,0.9427,1,-0.4762,-98.803514,1.90196,1.333174,13.923407,0,-819.9990357
2021/12/1,sh.688105,113.02,114.31,106.21,112,2982118,329867704.8,3,9.0227,1,-3.8627,58.421602,23.729138,26.125637,-906.076848,0,-803.5315997
2021/12/1,sh.600202,4.47,4.52,4.43,4.51,5415470,24305401.63,3,1.4127,1,1.1211,23.607075,2.269865,1.911413,-15.539238,0,-800.0767182
2021/12/1,sh.600421,10.25,10.63,9.75,10.63,5755854,59636054.4,3,2.9427,1,10.0414,314.521344,65.551106,14.171529,616.515844,0,-797.5621625
2021/12/1,sh.603922,24.5,24.67,23.7,24.37,3044500,73286422,3,2.3785,1,-0.5306,503.438591,3.053781,6.395673,72.425074,0,-795.0444
2021/12/1,sh.600725,4.13,4.3,4.06,4.23,19453664,81700142.26,3,1.5784,1,2.1739,279.690416,15.719583,2.688253,-947.095717,0,-794.6679942
2021/12/1,sh.600438,44.31,46.16,44.18,45.66,77944271,3543940447,3,1.7315,1,1.6474,33.044831,5.830713,3.470687,219.701729,0,-791.0557289
2021/12/1,sh.605305,107.44,108.85,103.94,106.9,793839,84474076.22,3,2.8867,1,-1.2015,53.137212,5.847392,14.304685,86.945714,0,-787.5512851
2021/12/1,sh.603786,89.4,89.62,81.58,82.76,2272668,191619025.7,3,5.6675,1,-4.8736,71.046652,8.547625,11.122748,105.928174,0,-785.2436643
2021/12/1,sh.688027,188.67,191.5,185.55,188.99,586692,110622494.6,3,1.2824,1,0.1696,1921.140313,9.265263,99.536364,-91.985133,0,-783.6517023
2021/12/1,sh.603717,13.58,13.65,13.43,13.6,3480870,47298113.5,3,1.4396,1,0.0736,-19.535684,2.508859,6.742773,70.759869,0,-770.3162355
2021/12/1,sh.600218,14.35,15.57,14.3,15.23,47578227,719326122.4,3,12.9024,1,5.325,39.311592,2.206671,1.28258,10.412232,0,-768.9716664
2021/12/1,sh.688188,415.6,420.99,410.47,419.18,527222,219912756.4,3,1.9619,1,0.8517,75.652926,14.670933,47.145082,21.045572,0,-768.8992503
2021/12/1,sh.688357,228.9,233.98,226.16,228.91,562972,129750185.5,3,2.1433,1,-0.0306,56.511393,11.616539,17.919812,-566.201732,0,-765.2542853
2021/12/1,sh.603178,16.43,17.77,15.99,17.77,24803481,417679783,3,12.3423,1,10.031,36.577591,4.838715,2.517204,635.955845,0,-761.4795862
2021/12/1,sh.600869,7.85,7.92,7.41,7.83,96917132,742529169.4,3,4.3669,1,0.3846,-12.041156,4.791949,0.838966,62.676313,0,-760.4831875
2021/12/1,sh.603306,38.8,39.18,38.4,39,2148485,83161704.3,3,0.6998,1,0.4378,60.359459,4.634524,10.438287,-79.493506,0,-758.0783076
2021/12/1,sh.688069,56.44,56.44,55.17,55.65,303456,16880570.98,3,0.9703,1,-0.8198,19.623681,2.314757,6.305367,19.542936,0,-747.8366843
