date,code,open,high,low,close,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM,isST,profit
2021/12/1,sh.600212,4.51,4.61,4.33,4.47,37422910,166027042.5,3,7.3135,1,-0.4454,195.704925,9.042857,9.440605,-220.671204,0,-607.2660802
2021/12/1,sh.600157,1.84,1.86,1.81,1.85,324359072,595756250,3,1.4599,1,1.6484,8.216758,0.976882,1.65511,183.287197,0,-607.0942198
2021/12/1,sh.603318,8.25,8.97,8.18,8.85,32122494,276137017,3,8.4978,1,8.589,76.885716,3.254182,1.610288,-12.109171,0,-605.6386721
2021/12/1,sh.688499,310.99,315.55,301.49,306.39,536811,164068387.3,3,2.9871,1,-1.4791,131.025621,13.928005,12.715069,-3794.875612,0,-604.9787262
2021/12/1,sh.605277,36.34,36.74,35.88,36.49,2126250,77175085.5,3,6.3737,1,0.4128,29.000253,4.34495,3.555857,56.597032,0,-602.1052776
2021/12/1,sh.603798,11.28,11.84,11.16,11.81,3849926,44705530.12,3,1.925,1,4.6986,21.273045,2.188436,2.253342,-23.688166,0,-597.1587161
2021/12/1,sh.600193,7.3,7.41,7.26,7.33,2239123,16375106.29,3,0.5264,1,-0.1362,52.655614,9.959542,3.101904,1150.102689,0,-595.1629639
2021/12/1,sh.600731,8.91,9.32,8.71,9.08,22509271,204321478.5,3,4.8824,1,2.7149,15.062348,2.540042,1.867096,40.254274,0,-591.5341631
2021/12/1,sh.600410,7.3,7.42,7.07,7.13,91556196,661617763.7,3,8.3328,1,2.0029,-119.287439,1.656916,2.065297,15.706609,0,-591.3272678
2021/12/1,sh.600382,5.57,5.95,5.57,5.95,14130095,82913275.62,3,1.791,1,4.9383,39.839327,0.743358,8.10199,135.214843,1,-589.0813826
2021/12/1,sh.605066,12.41,12.5,12.35,12.48,5886500,73108982,3,2.5788,1,0.5641,22.560765,2.840276,1.654448,19.77762,0,-588.2259778
2021/12/1,sh.605196,12.76,13.74,12.5,12.63,38550197,498061246.9,3,50.7239,1,1.1209,56.685848,2.987218,1.552208,-214.210728,0,-586.0863123
2021/12/1,sh.603993,5.89,6.16,5.86,6.1,362451504,2195806998,3,2.0517,1,3.5654,30.80238,3.338414,0.827436,54.140997,0,-578.7157768
2021/12/1,sh.605366,14.2,14.21,14.03,14.2,4305500,60790881,3,2.6614,1,-0.5602,41.92224,2.830881,4.582246,-19.584662,0,-576.2670012
2021/12/1,sh.600333,6.34,6.5,6.25,6.44,14727309,93981246.4,3,2.4182,1,1.5773,204.585263,1.949153,2.253404,-30.542102,0,-573.5205187
2021/12/1,sh.600617,4.36,4.44,4.32,4.42,5955977,26193586.34,3,0.6109,1,1.3761,-22.415914,1.531676,0.564924,8.14342,0,-568.3733968
2021/12/1,sh.688187,87.5,89,82.9,84.74,5687328,483060915.1,3,3.5885,1,-3.7702,55.036162,3.692717,8.17497,33.984578,0,-558.849586
2021/12/1,sh.603358,22.65,22.9,22.06,22.57,3803811,85225964.21,3,0.8664,1,-0.3092,28.770409,3.429062,2.038221,105.799771,0,-556.9516664
2021/12/1,sh.600581,6.21,6.39,6.16,6.38,38539162,242186311.5,3,2.5141,1,1.7544,4.360875,1.453238,0.327434,4.242804,0,-548.4612873
2021/12/1,sh.688108,8.44,8.64,8.43,8.61,3469500,29737669.63,3,1.1969,1,1.6529,-25.640977,3.722996,20.354172,-31.661352,0,-537.5569743
2021/12/1,sh.603500,9.56,9.82,9.56,9.82,2967033,28683148.41,3,1.2083,1,2.3983,36.688062,2.801702,5.411707,-46.7642,0,-537.4526732
2021/12/1,sh.600166,3.59,3.7,3.57,3.68,78572245,287138319.9,3,1.195,1,2.2222,145.997747,1.529605,0.405001,13.483411,0,-522.9180216
2021/12/1,sh.605117,284,289.89,275,278.59,1710626,479838809.9,3,4.0092,1,-1.3002,94.444086,19.309714,12.451278,49.217096,0,-520.1702963
2021/12/1,sh.601222,12.69,12.88,12.19,12.59,116151755,1449727505,3,5.638,1,1.2058,28.581766,1.806761,4.711564,69.833314,0,-518.7977487
2021/12/1,sh.603025,29.45,29.49,28.48,28.9,6030257,173229439.8,3,0.6541,1,-0.6873,68.208461,14.017544,18.285633,64.430862,0,-516.2335782
2021/12/1,sh.601908,11.15,11.15,10.68,10.79,117538218,1271918148,3,4.8678,1,-4.5977,35.65074,2.44486,5.383962,8.614,0,-508.0157098
2021/12/1,sh.600006,7.23,7.27,7.15,7.22,25950428,186640358.8,3,1.2975,1,0,25.016759,1.76875,0.912308,-73.201689,0,-502.3922298
2021/12/1,sh.603662,24.42,24.79,24.23,24.52,1805204,44218932.24,3,1.6925,1,0.1634,22.645015,2.82076,5.655782,-7.615253,0,-501.5575935
2021/12/1,sh.688166,40.94,41.25,39,39.1,2106789,83296668.94,3,1.1542,1,-2.8571,71.242145,10.126884,15.665018,-123.772595,0,-487.8822908
2021/12/1,sh.603392,245.99,245.99,238,238.1,1645591,395863404.6,3,1.0911,1,-4.9501,103.351311,39.784037,33.21907,5662.112251,0,-486.5767185
2021/12/1,sh.600226,2.3,2.32,2.28,2.3,10158778,23343769.88,3,0.3247,1,-0.4329,-10.459189,2.610283,12.474203,24.951355,1,-484.3020485
2021/12/1,sh.600683,5.68,5.79,5.63,5.71,12014101,68686143.5,3,1.6218,1,0.3515,8.734054,1.401133,0.442867,11.167478,0,-480.0299098
2021/12/1,sh.603578,17.46,18.13,17.38,18.02,2645585,47294793.7,3,2.0669,1,2.0963,22.757204,2.978797,3.788036,-23.768174,0,-474.2031172
2021/12/1,sh.688019,298,309,290,292.3,806730,239075636.1,3,2.6312,1,-0.9186,113.199311,13.330015,26.627302,68.54172,0,-473.9790307
2021/12/1,sh.603218,36.97,36.97,34.51,35.28,14075608,496461743.1,3,1.4547,1,-3.1035,40.2409,3.982541,7.018828,27.799399,0,-473.6093854
2021/12/1,sh.601678,8.34,8.76,8.3,8.72,124607061,1071003414,3,6.3647,1,4.0573,10.168849,1.752336,1.977164,-34.620872,0,-472.3708054
2021/12/1,sh.605222,27.6,28,27.33,27.78,4836513,133571553.6,3,4.8365,1,0.6522,19.008265,3.346128,0.712302,-134.37578,0,-465.4776752
2021/12/1,sh.603703,22.76,24,21.75,23.77,31817985,731079155.8,3,10.6554,1,4.0263,439.352885,7.587089,7.673041,29.644374,0,-465.0500598
2021/12/1,sh.603678,83.83,84.48,80.3,81.48,10440220,854759999.3,3,2.2744,1,-2.0084,38.791805,8.446571,7.841091,260.776496,0,-464.3117041
2021/12/1,sh.600198,9.99,9.99,9.93,9.99,8437149,84266212.51,3,0.9583,1,5.0473,-7.216041,-6.189699,9.439879,-59.207689,1,-460.3803182
2021/12/1,sh.688321,35.82,36.58,35.72,36.25,1807434,65460463.69,3,0.7141,1,0.9749,-470.626877,10.937216,41.365453,171.835779,0,-454.1877201
2021/12/1,sh.600169,3.09,3.15,3.03,3.14,32949919,102191709.7,3,1.2851,1,1.6181,18.778105,2.200508,1.232806,27.294682,0,-444.4405925
2021/12/1,sh.688488,16.17,16.44,15.92,16.06,3076989,49657767.08,3,1.4454,1,-2.6076,400.97692,5.011947,21.846652,2681.911442,0,-443.4939265
2021/12/1,sh.600926,13.68,13.82,13.59,13.64,19797948,270722545.8,3,0.3912,1,-0.8721,9.410784,1.165221,2.835192,-5.891393,0,-442.1736985
2021/12/1,sh.603299,9.58,10.5,9.52,10.24,42001279,422824836.4,3,7.5077,1,6.4449,36.890559,1.87562,1.75475,-21.140152,0,-436.7747243
2021/12/1,sh.601218,6.29,6.55,6.21,6.54,85703547,548018265.2,3,8.7689,1,3.3175,32.658416,2.403016,3.189241,-49.202282,0,-435.8622737
2021/12/1,sh.688311,77.55,80.5,77.34,80.13,2463202,196054030.6,3,3.7333,1,2.7308,74.619005,5.418823,18.9305,16.891952,0,-435.159224
2021/12/1,sh.605208,23.65,24.75,23.39,24.47,5265033,128023863.5,3,11.2022,1,3.7744,22.154394,2.364792,1.496225,45.526939,0,-431.8997435
2021/12/1,sh.605499,185.05,186.99,183.5,184.01,845402,156044544.2,3,2.113,1,-0.6586,66.668651,18.213861,11.36749,139.790794,0,-430.5677115
2021/12/1,sh.600817,14.27,14.79,14.25,14.49,1360516,19719076.38,3,0.7385,1,2.2583,22.455971,3.670788,2.086229,-122.632781,0,-429.9726055
2021/12/1,sh.600238,19.32,19.54,18.95,19.26,30643823,589597752.1,3,6.8862,1,0.9434,186.206613,15.911163,8.631704,-464.269849,0,-423.2294882
2021/12/1,sh.603324,64.78,65.6,63.01,64.1,1684778,108041189.7,3,5.437,1,-1.5512,50.165516,6.095092,6.377788,31.08691,0,-422.9691145
2021/12/1,sh.603693,27,27.76,26.57,27.41,7621837,206437839,3,1.2333,1,0.9576,96.992306,3.796679,10.949155,-120.633543,0,-418.0664179
2021/12/1,sh.600529,44.58,44.97,43.15,44.55,10310657,454859216.2,3,1.733,1,-0.3801,42.766951,5.825159,6.760507,-302.276215,0,-416.6932116
2021/12/1,sh.603126,8.76,8.82,8.65,8.79,12552759,109877465.3,3,2.0561,1,0.3425,27.85317,2.845048,1.878911,-44.298322,0,-416.534743
2021/12/1,sh.600584,32.99,33.67,32.91,33.35,40732673,1357778379,3,2.2889,1,0.4518,22.346775,2.928136,2.003782,64.260485,0,-414.3121059
2021/12/1,sh.603297,113.17,115.33,110.25,115.04,2318888,261945111.2,3,2.116,1,3.6303,44.588316,8.883084,16.820815,43.405616,0,-412.9144848
2021/12/1,sh.688286,102,103.04,100,100.58,533840,53882976.18,3,1.6362,1,-1.3438,282.322525,4.953145,15.012198,24.56273,0,-410.8303689
2021/12/1,sh.688308,70.33,72.86,69.88,72.8,776176,55555201.75,3,3.2507,1,2.5063,36.421901,5.035743,7.538906,85.781045,0,-406.5848668
2021/12/1,sh.601898,6.05,6.18,6.02,6.17,32953278,201852668.1,3,0.3601,1,1.9835,6.012615,0.728075,0.404068,6.700247,0,-403.6660616
2021/12/1,sh.688233,100.01,101.78,95.46,97.55,3528774,346525876.2,3,4.3291,1,-1.3451,73.82834,11.437044,36.428745,-285.981383,0,-399.1616759
2021/12/1,sh.600436,449.87,449.9,430,433.01,3735798,1633529887,3,0.6192,1,-3.1298,110.97627,27.956784,34.59007,-1736.024094,0,-397.4411122
2021/12/1,sh.603177,16.13,16.4,16,16.12,719900,11605615,3,0.3564,1,0,-34.329593,8.164323,5.660269,-141.15053,0,-396.1034615
2021/12/1,sh.600565,2.31,2.34,2.3,2.34,12377400,28789753,3,0.4968,1,1.2987,3.577436,0.545593,0.22847,-5.864617,0,-394.3961134
2021/12/1,sh.688011,34.48,34.54,33.84,34.15,1131168,38481725.99,3,2.7041,1,-0.9571,196.323278,2.780466,22.044345,224.54851,0,-391.5269656
2021/12/1,sh.601966,38.45,38.5,37.2,37.32,8023224,302647642.6,3,0.5919,1,-3.0649,33.026477,3.070353,2.632636,-33.845695,0,-388.8407926
2021/12/1,sh.603829,12.57,13.02,12.53,12.99,1556600,20043562,3,0.9729,1,3.1771,30.832387,2.711902,1.785544,-199.886283,0,-382.0877374
2021/12/1,sh.600171,27.8,28.56,27.75,28,23485786,660189484.9,3,3.351,1,0.1073,22.162808,5.307117,10.237385,-26.512273,0,-374.1115638
2021/12/1,sh.603633,16.46,16.97,16.33,16.75,13149738,219072244.4,3,4.9904,1,1.0863,86.343927,4.014857,6.734391,-73.276317,0,-372.3989319
2021/12/1,sh.605588,44.03,45.7,44.03,45,1768100,79853086,3,9.675,1,2.2263,34.298766,3.65359,2.300642,8.411333,0,-372.1507897
2021/12/1,sh.603679,14.43,14.78,14.28,14.64,1600240,23407476.2,3,1.1303,1,2.0209,91.738312,2.771705,3.326225,-10.751994,0,-371.6547814
2021/12/1,sh.688182,28.75,29.94,28.75,29.93,8928219,262626627.4,3,13.3266,1,2.1153,127.484784,11.400801,29.590586,-298.517191,0,-369.6246273
2021/12/1,sh.603283,31.98,33.2,31.63,32.71,5482370,177881863.1,3,3.0649,1,2.1868,32.78396,4.488904,2.416382,-596.324507,0,-365.9107386
2021/12/1,sh.603612,21.04,21.45,20.75,21.35,12946389,273834286.3,3,3.0074,1,2.0554,17.201758,2.249888,1.166472,-3834.756413,0,-362.1506043
2021/12/1,sh.603610,28.38,28.38,26.7,27.45,3278081,89237791.82,3,2.0153,1,-1.5776,22.979239,2.476833,2.682393,-66.099151,0,-360.1023217
2021/12/1,sh.600682,14.4,14.4,12.35,12.37,65498886,842357113.2,3,5.6219,1,-9.8397,16.203024,0.982586,2.725534,31.021701,0,-359.8371899
2021/12/1,sh.600619,7.96,8.79,7.92,8.79,21372158,183341254,3,3.6713,1,10.0125,42.80959,1.58115,0.612046,3.752718,0,-359.3662392
2021/12/1,sh.688456,30.33,31.35,30.33,30.69,1220567,37778702.74,3,4.2827,1,0.9207,23.018488,2.997885,1.26745,28.779758,0,-357.5275401
2021/12/1,sh.603098,48.83,51.01,48.16,49.86,8127339,404892992.8,3,1.5084,1,0.768,209.979611,9.892651,8.828279,-178.176462,0,-356.6225641
2021/12/1,sh.603529,47.98,49.12,47.63,48.97,7274664,353241219.9,3,11.1918,1,1.2614,33.791256,4.042651,1.366789,6.959093,0,-356.3151714
2021/12/1,sh.601117,11.16,11.19,10.85,10.96,39783944,435523041.4,3,0.8065,1,-1.4388,17.701984,1.439281,0.499584,9.746191,0,-353.6463405
2021/12/1,sh.601588,2.26,2.3,2.26,2.3,7697729,17573382.14,3,0.2894,1,1.3216,17.419813,0.53139,0.255039,-2.813247,0,-352.683463
2021/12/1,sh.603707,41.21,42.95,40.61,41.22,6408125,267637049.5,3,0.5278,1,-1.0799,48.336837,11.680567,14.182754,101.235068,0,-352.2707624
2021/12/1,sh.688002,87.23,90.64,85.58,85.91,3952618,347179986.2,3,1.7101,1,-1.0253,70.39067,11.619413,22.589573,-61.235034,0,-349.5171209
2021/12/1,sh.688365,14.7,15.57,14.67,15.07,4959677,74992906.28,3,2.933,1,3.1485,1262.220001,5.697635,11.150527,2288.782661,0,-348.6808467
2021/12/1,sh.603229,41.71,43.78,40.43,42.3,4584796,193846632.2,3,1.6168,1,2.1246,92.715881,9.959637,22.608373,90.983955,0,-342.4947883
2021/12/1,sh.600704,6.06,6.13,6.03,6.11,103233428,626701959.2,3,2.0393,1,0.8251,9.139663,1.172842,0.060314,20.886672,0,-339.4862236
2021/12/1,sh.688468,20.32,20.93,19.68,19.78,6065318,123043553.1,3,16.8705,1,-6.7421,53.51067,6.377472,16.593487,-44.031016,0,-334.1507596
2021/12/1,sh.605288,70.6,70.6,66.8,66.9,980580,66309289.8,3,5.6033,1,-5.7082,30.301618,2.33966,2.854386,43.576574,0,-333.3565247
2021/12/1,sh.600290,3.18,3.21,3.13,3.19,8325200,26392516,3,1.0956,1,0.3145,-17.09624,2.677365,4.769122,-101.113234,1,-332.2518413
2021/12/1,sh.688030,30.99,31.3,30.5,30.99,1238777,38228767.72,3,1.2367,1,0.0646,64.614082,3.979302,6.121367,-1257.431828,0,-328.9368008
2021/12/1,sh.601388,4.62,4.68,4.53,4.66,46757496,215607714.8,3,2.3187,1,0.8658,12.208085,2.727019,1.352493,-4808.782284,0,-321.6668959
2021/12/1,sh.603915,39.3,40.15,38.13,38.66,2883316,111526696.8,3,2.2747,1,-0.77,39.156928,6.51612,6.366553,-52.018546,0,-320.642506
2021/12/1,sh.601298,5.45,5.52,5.45,5.51,3280683,18021716.92,3,0.1754,1,0.7313,9.008192,1.040156,2.257026,20.695096,0,-316.9837326
2021/12/1,sh.600132,146.5,151.38,143.43,148.92,3953379,584595613.7,3,0.8169,1,2.9947,68.240884,44.18418,5.502329,-56.371007,0,-316.3113452
2021/12/1,sh.603507,46.4,47.35,44.11,45.58,6299145,285525366.1,3,5.0634,1,-1.5551,41.235493,3.653525,2.448542,95.072555,0,-316.1497402
2021/12/1,sh.600491,6.6,6.94,6.46,6.65,41721752,279919636.9,3,2.7273,1,1.372,12.04285,0.847901,0.561482,-6.39964,0,-314.0001389
2021/12/1,sh.603583,52.94,52.94,49.6,51.15,2864110,144696755.9,3,0.7579,1,-0.5444,74.654647,5.396029,8.566741,-10.251983,0,-313.8112892
2021/12/1,sh.603787,17.55,17.82,17.33,17.78,1063700,18818369,3,0.5214,1,1.3105,338.100496,3.550237,0.882427,-16.346357,0,-312.4471228
2021/12/1,sh.603618,7.84,7.88,7.66,7.81,12857776,100015081.2,3,1.8606,1,-0.3827,41.262825,2.041948,0.803155,-23.852199,0,-308.2748841
2021/12/1,sh.600859,28.15,28.57,27.96,28.32,7282691,205695941.9,3,0.745,1,0.106,35.542058,2.544845,2.925917,-189.593282,0,-301.9436723
2021/12/1,sh.600486,132.1,134.99,130.82,134.5,1110592,147844693.9,3,0.3584,1,1.5094,34.675289,6.174371,3.749542,-4226.832716,0,-294.4831295
2021/12/1,sh.601208,18.65,18.92,18.34,18.85,10183175,189946074.8,3,1.1802,1,0.9101,52.772813,4.816835,5.697218,41.152775,0,-291.1357149
2021/12/1,sh.600356,7.13,7.9,7.13,7.9,24037370,187506213.4,3,8.0465,1,10.0279,17.553435,1.022533,1.211854,-32.438014,0,-284.9755166
2021/12/1,sh.603032,71.9,72.9,67.5,67.5,2471720,171782887.4,3,1.5447,1,-4.1329,202.96412,15.295836,60.231022,81.468196,1,-283.3017564
2021/12/1,sh.600499,24.49,24.6,23.58,24.04,61995469,1485762253,3,3.9307,1,-1.8375,51.050283,6.923954,4.847595,195.816664,0,-279.7159215
2021/12/1,sh.600973,6.9,6.94,6.64,6.82,49936329,339080694.8,3,3.9886,1,0.2941,32.311311,2.007266,0.230383,23.26063,0,-279.6126195
2021/12/1,sh.603356,13.41,13.74,13.4,13.72,2054900,27953598,3,1.5411,1,1.856,-413.940662,2.364545,0.850158,20.088756,0,-279.1870533
2021/12/1,sh.600039,12.1,13.19,11.91,13,102240556,1300864999,3,2.8317,1,8.3333,13.025257,2.464561,0.821755,-51.4027,0,-277.8798791
2021/12/1,sh.600839,2.94,3,2.92,2.98,59471306,176145700.2,3,1.2887,1,1.0169,39.810614,1.043741,0.133652,-11.894791,0,-275.3210957
2021/12/1,sh.600036,49.48,50.2,49.28,49.99,50036103,2498326167,3,0.2426,1,1.0103,11.024888,1.788505,3.934133,11.136198,0,-275.1756884
2021/12/1,sh.603040,23.77,24.8,23.59,23.9,5182392,125801266.7,3,3.8678,1,2.2241,22.825133,3.453069,7.238811,25.70321,0,-273.4911392
2021/12/1,sh.603727,19.78,20.89,19.78,20.89,4685000,96192151,3,1.9868,1,4.8695,25.314033,1.79628,1.563862,5.79658,0,-269.0391366
2021/12/1,sh.600796,6.07,6.07,5.93,6.04,5103500,30637756,3,1.6933,1,0.3322,86.810308,2.962778,3.514763,19.899122,0,-264.2409818
2021/12/1,sh.603456,60,61.26,58.7,59.08,5357208,319636507.6,3,0.6453,1,-1.4348,80.069599,11.187508,12.594432,142.563442,0,-261.7742409
2021/12/1,sh.688198,269,272.21,262.89,263.02,134506,36020243.44,3,0.5788,1,-2.437,484.669053,26.795148,102.928622,-173.739566,0,-259.3108991
2021/12/1,sh.603768,17.26,17.6,17.23,17.53,812618,14205048.3,3,0.3983,1,1.5643,45.726537,1.966135,1.217119,-17.783522,0,-251.2180262
2021/12/1,sh.603015,8.14,8.23,8.07,8.23,6204200,50552828,3,1.5349,1,1.1057,34.98003,2.53585,3.44823,-64.139032,0,-248.1979984
2021/12/1,sh.603926,18.55,18.99,18.55,18.8,2259476,42380677.8,3,1.4104,1,0.7503,14.871424,2.200145,1.913843,187.519976,0,-247.8961424
2021/12/1,sh.600393,1.37,1.39,1.36,1.39,21031000,29008818,3,2.1282,1,1.4599,-2.653228,0.731455,7.804288,21.872059,1,-244.4436827
2021/12/1,sh.688078,67.41,67.73,65.37,66.7,497397,33046890.71,3,1.4587,1,0.4518,74.771941,8.750517,19.114667,-97.283982,0,-242.8949124
2021/12/1,sh.600277,4.48,4.62,4.45,4.61,89613021,409144756.2,3,2.5168,1,2.6726,19.477885,1.012673,1.152335,-6.341716,0,-242.8910118
2021/12/1,sh.688038,19.68,20.3,19.5,20,999597,20003256.42,3,4.2237,1,1.626,54.462109,3.250862,4.86694,15723.20828,0,-237.6783076
2021/12/1,sh.601106,3.5,3.53,3.46,3.51,33217188,116054867.2,3,0.4844,1,0,169.822817,2.14887,1.026254,-93.223835,0,-236.8466002
2021/12/1,sh.688106,28.53,29.23,28.21,29.19,5670926,163806253.5,3,2.2395,1,2.6011,78.427718,5.365519,8.960868,105.439135,0,-236.729085
2021/12/1,sh.688161,67.5,68.19,66.79,66.99,975668,65607195.41,3,3.0204,1,-1.3257,40.021554,6.182333,12.565504,13.212201,0,-234.0983032
2021/12/1,sh.688087,99.95,100.75,97.29,99.43,558406,55166099.5,3,2.0628,1,1.1598,56.285431,7.2552,6.550743,21.655429,0,-232.5458565
2021/12/1,sh.603810,13.32,13.5,13.15,13.44,2389740,31939992.56,3,1.5022,1,1.6641,15.049839,1.587142,1.406928,-12.01016,0,-229.6076649
2021/12/1,sh.601100,78.25,78.32,76.22,76.37,6035309,462508888.2,3,0.4623,1,-2.9976,36.020901,11.729336,10.262186,139.41226,0,-229.4343794
2021/12/1,sh.603006,10.99,11.11,10.79,11.08,5028100,55070118,3,2.6314,1,0.1808,28.92004,2.072427,2.732224,38.988967,0,-228.0846677
2021/12/1,sh.603159,16.85,17.28,16.76,17.27,1521980,25969974.4,3,1.0871,1,2.7365,59.750124,5.338092,3.664559,87.115877,0,-226.71758
2021/12/1,sh.600989,16.14,17.3,16.1,16.96,71983360,1216121159,3,3.6095,1,4.4335,18.319265,4.295824,5.972448,-75.824764,0,-225.6881169
2021/12/1,sh.600239,2.35,2.41,2.34,2.38,14630912,34882945.77,3,0.9112,1,2.5862,-2.712084,5.07357,0.978247,-5.777592,1,-216.5957321
2021/12/1,sh.688200,540,551,528,538,608647,328285556.1,3,1.6801,1,-1.0466,88.30719,13.520439,44.463744,74.970973,0,-216.4193038
2021/12/1,sh.688016,269.71,269.71,261.06,261.17,861884,227116455.9,3,2.2314,1,-2.806,62.206755,13.246084,28.822085,-58.939968,0,-212.8561377
2021/12/1,sh.600621,13.15,14.44,13.13,14.12,69989659,983199206.9,3,6.5972,1,7.54,28.722147,2.068391,7.110014,5.410222,0,-212.4843232
2021/12/1,sh.600850,36.84,37.36,36.07,36.48,3448945,126348709.5,3,0.808,1,-1.1918,46.92864,5.412234,1.630424,66.436876,0,-212.1417752
2021/12/1,sh.601818,3.35,3.41,3.34,3.4,120702098,408548138.5,3,0.2919,1,1.4925,4.243083,0.503203,1.205666,-7.901442,0,-210.7450589
2021/12/1,sh.600935,7.55,7.55,7.55,7.55,6261427,47273773.85,3,1.6222,1,10.0583,32.024037,5.614205,4.359681,1009.767273,0,-205.2737962
2021/12/1,sh.600618,12.55,13.13,12.5,13.08,27355637,352566578.2,3,3.6482,1,3.3992,10.711415,2.424859,2.474635,28.347983,0,-202.8671082
2021/12/1,sh.601369,13.52,13.7,13.37,13.62,9493969,128195591.7,3,0.5749,1,0,27.078976,3.200608,2.294602,8.268348,0,-200.8177614
2021/12/1,sh.603355,31.06,31.19,29.58,30.13,7361698,220971519.5,3,1.3053,1,-1.8886,44.459639,5.404487,2.225941,36.826141,0,-195.2620966
2021/12/1,sh.600395,7.16,7.25,7.09,7.25,12442581,89388250.83,3,0.7518,1,1.5406,11.206705,1.661695,1.547894,-1155.591371,0,-194.7209699
2021/12/1,sh.605180,38.79,38.91,37.92,38.4,1097433,42003799.85,3,4.3897,1,-1.2853,20.472314,3.44713,6.117824,8.668894,0,-192.6869938
2021/12/1,sh.600919,5.9,6,5.88,5.97,70988838,421496142.1,3,0.4836,1,1.3582,4.711862,0.602214,1.438542,-4.928747,0,-189.1442886
2021/12/1,sh.603225,14.29,14.67,14.2,14.61,17227910,249270812.6,3,1.1451,1,2.6704,9.811332,1.41097,0.442552,26.161064,0,-188.7975122
2021/12/1,sh.603083,13.36,13.77,13.35,13.76,4234663,57726824.3,3,1.679,1,2.61,-34.695752,2.028537,1.316972,-36.834686,0,-186.4356152
2021/12/1,sh.605183,20.07,20.25,19.66,20.06,4319447,86422375.28,3,8.8658,1,-0.8893,32.269558,3.528516,6.121706,30.140284,0,-186.0895196
2021/12/1,sh.603108,12.78,14.06,12.78,13.68,28116560,384077009.5,3,4.8515,1,5.3929,18.889864,2.406402,0.889061,-91.03219,0,-185.3941424
2021/12/1,sh.600307,2.1,2.16,2.09,2.16,76297966,162637100.2,3,1.2182,1,2.3697,5.12219,0.911407,0.266233,-18.115668,0,-183.2595879
2021/12/1,sh.600219,4.38,4.41,4.31,4.36,104380431,454457603.9,3,0.8734,1,-0.6834,16.515902,1.226693,1.924106,13.578779,0,-182.9911478
2021/12/1,sh.600586,9.38,9.43,9.25,9.42,23968101,223356414.3,3,1.6775,1,0.4264,9.644917,2.460148,2.053526,57.343588,0,-177.7156603
2021/12/1,sh.603048,31,33.57,30.51,32.28,11036430,351168280.4,3,30.0556,1,3.7275,39.240575,6.59992,7.554161,662.098804,0,-176.1975966
2021/12/1,sh.603286,23.33,23.82,22.6,23.52,6044500,141027621,3,6.8628,1,2.2609,103.380888,4.282926,3.650065,49.934666,0,-174.1514155
2021/12/1,sh.605028,25.5,25.75,25.28,25.7,2318108,59269694.84,3,5.7953,1,0.7053,22.279867,4.174115,11.16845,13.558585,0,-172.813161
2021/12/1,sh.688177,27.2,27.86,27.2,27.39,580748,15978129.29,3,0.6055,1,-0.4,-43.116056,5.988947,22.963506,44.720119,0,-172.3041407
2021/12/1,sh.603950,17.68,17.9,17.63,17.87,960200,17046900,3,1.0904,1,0.6194,13.072775,1.861661,2.362741,-136.919512,0,-172.0099332
2021/12/1,sh.600667,8.24,8.52,8.23,8.47,28433695,238823546,3,1.35,1,2.4184,19.46418,2.328289,0.83403,-176.907154,0,-167.1658378
2021/12/1,sh.688222,24.15,24.38,23.92,24.01,1518490,36545408.69,3,0.5441,1,-1.0713,121.613218,7.479527,27.886746,-53.448482,0,-165.5923347
2021/12/1,sh.688022,68.55,69.78,57.06,60.88,8693816,537225355.9,3,14.6794,1,-11.1889,97.366215,7.182985,8.398073,43.551361,0,-163.9883809
2021/12/1,sh.603767,7.3,7.65,7.29,7.63,5002245,37630188.09,3,1.6584,1,4.235,42.196805,1.589156,2.14702,64.700688,0,-162.0619901
2021/12/1,sh.688133,232.1,234.5,224.24,226.55,698477,159500593.3,3,1.5117,1,-3.5957,124.963578,11.421561,8.709808,34.372226,0,-159.6238747
2021/12/1,sh.603777,12.57,12.65,12.48,12.6,3139497,39450470.73,3,0.9328,1,0.2387,-286.288461,2.529848,1.040746,16.174119,0,-158.2743649
2021/12/1,sh.600710,6.25,6.5,6.21,6.46,20367759,130014413.1,3,1.5587,1,3.1949,12.486345,1.524678,0.055429,-16.518408,0,-158.0970209
2021/12/1,sh.688519,47,49.28,46.49,48.99,4904363,237275418.5,3,5.87,1,5.2417,31.230616,3.995913,2.995373,-20.367744,0,-152.6043051
2021/12/1,sh.600512,3.02,3.07,3.01,3.07,19720151,60016001.06,3,1.2334,1,1.6556,5.403163,0.81152,0.682397,6.726199,0,-151.6321938
2021/12/1,sh.605098,52,52.99,51.25,52.45,664512,34557782.28,3,3.1508,1,1.3722,27.996072,4.367163,8.693614,1033.02206,0,-151.5280641
2021/12/1,sh.600782,5.35,5.47,5.27,5.45,85189846,458550025.4,3,2.6716,1,2.0599,4.095504,0.668697,0.164057,-20.054031,0,-148.668469
2021/12/1,sh.600196,55,55.31,54.35,54.37,33447759,1831141400,3,1.6633,1,-2.9107,29.344607,3.578569,3.952762,-7232.9489,0,-134.7294231
2021/12/1,sh.603823,14.83,15.1,14.8,15.1,1766029,26506720.35,3,0.5606,1,1.8893,15.773634,2.488808,1.992491,522.508139,0,-132.0712445
